iter	Logloss
641	0.01798191298
642	0.01793534016
643	0.01789992492
644	0.01786525751
645	0.01784548997
646	0.01778567432
647	0.01772224567
648	0.01767425889
649	0.01764588553
650	0.01759671544
651	0.01754337485
652	0.01750476655
653	0.01744249224
654	0.0174270814
655	0.01740369569
656	0.01735951637
657	0.01730808002
658	0.01728064481
659	0.01725285483
660	0.01723146542
661	0.01721160272
662	0.01717106329
663	0.01712695016
664	0.0170770519
665	0.01704717458
666	0.01701670769
667	0.01698272502
668	0.01694311134
669	0.01692336759
670	0.01690092728
671	0.01685807193
672	0.01681645263
673	0.01678898019
674	0.01676803245
675	0.01673424011
676	0.01671735739
677	0.01668505038
678	0.01664598593
679	0.01662235198
680	0.01659441511
681	0.01656993713
682	0.01654265604
683	0.01651611039
684	0.01646542291
685	0.01642512241
686	0.01638798807
687	0.01635394955
688	0.01630951991
689	0.01627306204
690	0.01623908041
691	0.01622138054
692	0.01619276514
693	0.01614979187
694	0.01612033658
695	0.0160944136
696	0.01605524158
697	0.0160316821
698	0.01599712434
699	0.0159640788
700	0.0159308326
701	0.01590929838
702	0.01588747558
703	0.01586297381
704	0.01583558101
705	0.01579325422
706	0.01575172904
707	0.01571816322
708	0.01568797354
709	0.01567423732
710	0.01564458135
711	0.01559015779
712	0.01556676794
713	0.01555332755
714	0.01552386811
715	0.01549915636
716	0.01546780923
717	0.01542396194
718	0.01539322714
719	0.01535581767
720	0.01532545628
721	0.01530257844
722	0.01526382223
723	0.01523404111
724	0.01520969656
725	0.01518319641
726	0.01515434311
727	0.01514559661
728	0.0151151804
729	0.01508885092
730	0.01506339443
731	0.01504215708
732	0.01502324185
733	0.01500013852
734	0.01497470065
735	0.01493692605
736	0.01489960346
737	0.01486118962
738	0.01481800121
739	0.01478070137
740	0.01475337684
741	0.01473118064
742	0.01470601171
743	0.01467966258
744	0.01465992297
745	0.0146498949
746	0.01462295309
747	0.01459752039
748	0.01457705363
749	0.01454486971
750	0.01452446501
751	0.01450810257
752	0.01447991539
753	0.01444656161
754	0.01442711886
755	0.01440640282
756	0.01436919504
757	0.01433579058
758	0.01429838421
759	0.01426582378
760	0.01424186504
761	0.01422409277
762	0.01418479559
763	0.01416359961
764	0.01414739646
765	0.01411978024
766	0.01410374052
767	0.01407525958
768	0.01405932536
769	0.01402565093
770	0.0140010178
771	0.01396310045
772	0.01394150107
773	0.01391769955
774	0.01389649633
775	0.01386021533
776	0.01383901522
777	0.01381447
778	0.01378429582
779	0.01375837078
780	0.01373322667
781	0.01370834115
782	0.01366529754
783	0.01364997773
784	0.01361730766
785	0.01359234973
786	0.01356594785
787	0.01354057515
788	0.01352574562
789	0.01350032637
790	0.01346813831
791	0.01344599279
792	0.01342514022
793	0.01339364
794	0.0133748944
795	0.01334084968
796	0.01331868451
797	0.01329735613
798	0.0132733405
799	0.01324738546
800	0.01323191049
801	0.01321276977
802	0.0131853294
803	0.01317000751
804	0.01314909908
805	0.01313717919
806	0.01312782346
807	0.01309348187
808	0.0130563527
809	0.01303980718
810	0.01302049475
811	0.01300492359
812	0.01298730337
813	0.01296526129
814	0.01294362778
815	0.01291906704
816	0.01290439163
817	0.01288787093
818	0.01287047103
819	0.01284665089
820	0.0128200411
821	0.01279897131
822	0.01277433817
823	0.01274104336
824	0.01272414408
825	0.01270668936
826	0.01267711511
827	0.01265960764
828	0.01264042658
829	0.01261622476
830	0.01259321453
831	0.01257252848
832	0.012555954
833	0.01253317235
834	0.01251323104
835	0.01249189129
836	0.01246503739
837	0.01243742635
838	0.01242321225
839	0.01240445631
840	0.01238742775
841	0.01236360451
842	0.01233915445
843	0.01231414584
844	0.01229122145
845	0.01225967159
846	0.01223777121
847	0.01221425001
848	0.01218639072
849	0.01216153002
850	0.01214963081
851	0.01213024185
852	0.0121089414
853	0.01208687449
854	0.01206365221
855	0.01203339012
856	0.01201478933
857	0.01198949628
858	0.01196807688
859	0.01195174236
860	0.01192814875
861	0.0119123221
862	0.01188997488
863	0.01186392571
864	0.01184296246
865	0.01181451669
866	0.01179598417
867	0.01177783333
868	0.01176363372
869	0.01174566906
870	0.01171286349
871	0.01168840309
872	0.0116598994
873	0.01163585998
874	0.01162826679
875	0.01160393465
876	0.01158816902
877	0.01155879648
878	0.01154707207
879	0.01153188672
880	0.01151810603
881	0.01150122744
882	0.0114849767
883	0.01145890478
884	0.01144490273
885	0.01142756179
886	0.01141116417
887	0.01139823682
888	0.01138194161
889	0.0113645324
890	0.01134184591
891	0.01132619717
892	0.01131069945
893	0.01130410337
894	0.01129015511
895	0.0112723756
896	0.01125289768
897	0.01123807539
898	0.01121628569
899	0.01119729392
900	0.0111847141
901	0.01116839303
902	0.01115292117
903	0.01113348049
904	0.01111610231
905	0.0111058229
906	0.01108971697
907	0.01106669329
908	0.01104877
909	0.01103278923
910	0.01101245901
911	0.01099641308
912	0.01097839049
913	0.01095740655
914	0.01094050418
915	0.01092427413
916	0.01090370083
917	0.01088737769
918	0.01087293914
919	0.01085790067
920	0.01083946021
921	0.01081194123
922	0.01079266087
923	0.01077749724
924	0.01076413959
925	0.01075372986
926	0.01073303243
927	0.01071683755
928	0.01069638321
929	0.01068034762
930	0.0106632756
931	0.01065123573
932	0.0106327001
933	0.01061859048
934	0.01059741312
935	0.01058435957
936	0.0105600657
937	0.01054376015
938	0.01052510144
939	0.01050766637
940	0.01049777587
941	0.01048237124
942	0.01046035088
943	0.01044528345
944	0.01043536296
945	0.0104247629
946	0.01041114253
947	0.01039577203
948	0.01038129314
949	0.0103614232
950	0.01034558207
951	0.01032280663
952	0.01030745786
953	0.01028630842
954	0.01027357346
955	0.01025830536
956	0.01024545351
957	0.01023313022
958	0.01021967327
959	0.01019582004
960	0.01017728959
961	0.01016302791
962	0.010150475
963	0.01013768831
964	0.01012038874
965	0.01011099371
966	0.01009657585
967	0.01008711151
968	0.01006404438
969	0.01004678929
970	0.01003213353
971	0.01001445642
972	0.0100012653
973	0.009983934704
974	0.009963900303
975	0.00994827225
976	0.009925718163
977	0.00991213813
978	0.009893889024
979	0.009882662146
980	0.00986313251
981	0.009853907107
982	0.009841611742
983	0.009827905518
984	0.009810700075
985	0.009796210845
986	0.009779068498
987	0.009766715209
988	0.009749795248
989	0.009734544733
990	0.009721216049
991	0.00970043381
992	0.009684789207
993	0.009673966762
994	0.009658860022
995	0.0096429589
996	0.00962797318
997	0.009606602394
998	0.009589155946
999	0.009577377758
